date,P,D,E,CPI,Date_frac,long_int,P_r,D_r,E_r,P_E10,R_r,PD_r
193411,9.2,0.45,0.49,13.5,1934.87,2.85,147.63,7.21,7.8,11.45,0.027920902,20.47572816
193412,9.26,0.45,0.49,13.4,1934.96,2.82,149.71,7.28,7.92,11.64,0.014089277,20.56456044
193501,9.26,0.45,0.57,13.6,1935.04,2.79,147.5,7.17,9.08,11.5,-0.014761873,20.57182706
193502,8.98,0.45,0.65,13.7,1935.12,2.78,142,7.12,10.28,11.09,-0.037288136,19.94382022
193503,8.41,0.45,0.73,13.7,1935.21,2.77,132.99,7.12,11.54,10.4,-0.063450704,18.67837079
193504,9.04,0.45,0.76,13.8,1935.29,2.76,141.91,7.01,11.88,11.1,0.067072712,20.24393723
193505,9.75,0.44,0.78,13.8,1935.37,2.74,153.06,6.96,12.3,11.99,0.078570925,21.99137931
193506,10.12,0.44,0.81,13.7,1935.46,2.73,160.03,6.96,12.81,12.54,0.045537698,22.99281609
193507,10.65,0.44,0.79,13.7,1935.54,2.72,168.41,6.96,12.54,13.2,0.052365182,24.19683908
193508,11.37,0.44,0.78,13.7,1935.62,2.71,179.79,6.96,12.28,14.11,0.067573184,25.83189655
193509,11.61,0.44,0.76,13.7,1935.71,2.7,183.59,6.96,12.02,14.42,0.02113577,26.37787356
193510,11.92,0.45,0.76,13.7,1935.79,2.69,188.49,7.12,12.02,14.83,0.026689907,26.47331461
193511,13.04,0.46,0.76,13.8,1935.87,2.67,204.71,7.22,11.93,16.13,0.08605231,28.3531856
193512,13.04,0.47,0.76,13.8,1935.96,2.66,204.71,7.38,11.93,16.16,0,27.73848238
193601,13.76,0.48,0.77,13.8,1936.04,2.65,216.01,7.54,12.09,17.09,0.055200039,28.64854111
193602,14.55,0.49,0.78,13.8,1936.12,2.65,228.41,7.69,12.24,18.1,0.05740475,29.70221066
193603,14.86,0.5,0.79,13.7,1936.21,2.66,234.98,7.91,12.49,18.66,0.028764065,29.70670038
193604,14.88,0.52,0.82,13.7,1936.29,2.66,235.3,8.17,12.97,18.72,0.001361818,28.8004896
193605,14.09,0.53,0.85,13.7,1936.37,2.66,222.8,8.43,13.44,17.75,-0.053123672,26.42941874
193606,14.69,0.55,0.88,13.8,1936.46,2.66,230.61,8.63,13.81,18.39,0.03505386,26.72190035
193607,15.56,0.57,0.9,13.9,1936.54,2.67,242.51,8.88,14.03,19.36,0.051602272,27.30968468
193608,15.87,0.59,0.92,14,1936.62,2.67,245.57,9.13,14.24,19.62,0.012618036,26.89704272
193609,16.05,0.61,0.94,14,1936.71,2.67,248.36,9.44,14.55,19.86,0.011361323,26.30932203
193610,16.89,0.65,0.97,14,1936.79,2.67,261.36,10.01,14.96,20.91,0.052343373,26.10989011
193611,17.36,0.68,0.99,14,1936.87,2.68,268.63,10.57,15.37,21.5,0.027816039,25.41438032
193612,17.06,0.72,1.02,14,1936.96,2.68,263.99,11.14,15.78,21.13,-0.017272829,23.69748654
193701,17.59,0.73,1.05,14.1,1937.04,2.68,270.26,11.22,16.13,21.62,0.0237509,24.08734403
193702,18.11,0.74,1.08,14.1,1937.12,2.67,278.25,11.37,16.59,22.24,0.029564123,24.47229551
193703,18.09,0.75,1.11,14.2,1937.21,2.66,275.98,11.44,16.93,22.04,-0.008158131,24.12412587
193704,17.01,0.78,1.13,14.3,1937.29,2.65,257.69,11.82,17.12,20.56,-0.066272918,21.80118443
193705,16.25,0.81,1.15,14.4,1937.37,2.64,244.47,12.19,17.3,19.47,-0.051301952,20.05496308
193706,15.64,0.84,1.17,14.4,1937.46,2.63,235.29,12.64,17.6,18.71,-0.03755062,18.61471519
193707,16.57,0.82,1.19,14.5,1937.54,2.62,247.56,12.2,17.73,19.65,0.052148413,20.29180328
193708,16.74,0.79,1.2,14.5,1937.62,2.61,250.1,11.85,17.98,19.81,0.010260139,21.10548523
193709,14.37,0.77,1.22,14.6,1937.71,2.6,213.22,11.43,18.1,16.85,-0.147461016,18.6544182
193710,12.28,0.78,1.19,14.6,1937.79,2.59,182.21,11.57,17.66,14.36,-0.145436638,15.74848747
193711,11.2,0.79,1.16,14.5,1937.87,2.58,167.33,11.8,17.33,13.16,-0.081664014,14.18050847
193712,11.02,0.8,1.13,14.4,1937.96,2.57,165.79,12.04,17,13.01,-0.009203371,13.76993355
193801,11.31,0.79,1.08,14.2,1938.04,2.56,172.55,12.1,16.43,13.51,0.040774474,14.26033058
193802,11.04,0.79,1.02,14.1,1938.12,2.54,169.62,12.09,15.72,13.26,-0.016980585,14.02977667
193803,10.31,0.78,0.97,14.1,1938.21,2.53,158.41,11.98,14.9,12.38,-0.066088905,13.22287145
193804,9.89,0.77,0.9,14.2,1938.29,2.51,150.88,11.7,13.78,11.79,-0.047534878,12.8957265
193805,9.98,0.75,0.84,14.1,1938.37,2.49,153.34,11.57,12.85,11.99,0.016304348,13.25324114
193806,10.21,0.74,0.77,14.1,1938.46,2.48,156.87,11.37,11.83,12.29,0.023020738,13.79683377
193807,12.24,0.71,0.72,14.1,1938.54,2.46,188.06,10.96,11.06,14.77,0.198827054,17.15875912
193808,12.31,0.69,0.67,14.1,1938.62,2.44,189.13,10.55,10.29,14.9,0.005689674,17.92701422
193809,11.75,0.66,0.62,14.1,1938.71,2.43,180.53,10.14,9.53,14.28,-0.045471369,17.80374753
193810,13.06,0.61,0.63,14,1938.79,2.41,202.09,9.44,9.7,16.06,0.119426134,21.40783898
193811,13.07,0.56,0.63,14,1938.87,2.39,202.25,8.67,9.8,16.15,0.000791726,23.32756632
193812,12.69,0.51,0.64,14,1938.96,2.38,196.37,7.89,9.9,15.76,-0.02907293,24.88846641
193901,12.5,0.51,0.66,14,1939.04,2.36,193.43,7.94,10.26,15.6,-0.014971737,24.36146096
193902,12.4,0.52,0.69,13.9,1939.12,2.35,193.26,8.05,10.7,15.66,-0.000878871,24.00745342
193903,12.39,0.52,0.71,13.9,1939.21,2.34,193.1,8.1,11.07,15.73,-0.0008279,23.83950617
193904,10.83,0.52,0.73,13.8,1939.29,2.32,170.01,8.22,11.41,13.92,-0.11957535,20.68248175
193905,11.23,0.53,0.74,13.8,1939.37,2.31,176.29,8.27,11.67,14.5,0.036939004,21.31680774
193906,11.43,0.53,0.76,13.8,1939.46,2.3,179.43,8.32,11.93,14.83,0.01781156,21.56610577
193907,11.71,0.54,0.78,13.8,1939.54,2.29,183.83,8.48,12.19,15.27,0.024522098,21.67806604
193908,11.54,0.55,0.79,13.8,1939.62,2.27,181.16,8.63,12.45,15.12,-0.014524289,20.99188876
193909,12.77,0.56,0.81,14.1,1939.71,2.26,196.2,8.6,12.45,16.45,0.083020534,22.81395349
193910,12.9,0.58,0.84,14,1939.79,2.25,199.61,8.97,13,16.82,0.017380224,22.25306577
193911,12.67,0.6,0.87,14,1939.87,2.24,196.06,9.28,13.46,16.6,-0.01778468,21.12715517
193912,12.37,0.62,0.9,14,1939.96,2.22,191.41,9.59,13.93,16.28,-0.023717229,19.95933264
194001,12.3,0.62,0.93,13.9,1940.04,2.21,191.7,9.71,14.49,16.38,0.001515072,19.74253347
194002,12.22,0.63,0.96,14,1940.12,2.19,189.09,9.7,14.86,16.22,-0.013615023,19.49381443
194003,12.15,0.63,0.99,14,1940.21,2.17,188.01,9.75,15.32,16.17,-0.005711566,19.28307692
194004,12.27,0.64,1.01,14,1940.29,2.15,189.87,9.85,15.58,16.37,0.009893091,19.27614213
194005,10.58,0.64,1.02,14,1940.37,2.12,163.71,9.95,15.84,14.14,-0.13777848,16.45326633
194006,9.67,0.65,1.04,14.1,1940.46,2.1,148.57,9.99,15.98,12.84,-0.092480606,14.87187187
194007,9.99,0.66,1.05,14,1940.54,2.08,154.59,10.16,16.3,13.37,0.04051962,15.21555118
194008,10.2,0.66,1.07,14,1940.62,2.06,157.83,10.26,16.51,13.65,0.020958665,15.38304094
194009,10.63,0.67,1.08,14,1940.71,2.04,164.49,10.37,16.71,14.21,0.042197301,15.86210222
194010,10.73,0.67,1.07,14,1940.79,2.02,166.04,10.37,16.56,14.33,0.009423065,16.01157184
194011,10.98,0.67,1.06,14,1940.87,1.99,169.9,10.37,16.4,14.64,0.02324741,16.38379942
194012,10.53,0.67,1.05,14.1,1940.96,1.97,161.79,10.29,16.13,13.91,-0.047733961,15.72303207
194101,10.55,0.67,1.05,14.1,1941.04,1.95,162.09,10.35,16.18,13.9,0.001854256,15.66086957
194102,9.89,0.68,1.06,14.1,1941.12,1.99,151.95,10.4,16.23,13,-0.062557838,14.61057692
194103,9.95,0.68,1.06,14.2,1941.21,2.04,151.8,10.37,16.17,12.96,-0.000987167,14.63837994
194104,9.64,0.68,1.07,14.3,1941.29,2.08,146.04,10.35,16.21,12.43,-0.037944664,14.11014493
194105,9.43,0.69,1.08,14.4,1941.37,2.12,141.87,10.33,16.25,12.04,-0.028553821,13.73378509
194106,9.76,0.69,1.09,14.7,1941.46,2.16,143.83,10.17,16.06,12.16,0.013815465,14.1425762
194107,10.26,0.69,1.12,14.7,1941.54,2.21,151.2,10.22,16.55,12.74,0.051241048,14.79452055
194108,10.21,0.7,1.16,14.9,1941.62,2.25,148.45,10.13,16.82,12.46,-0.018187831,14.65449161
194109,10.24,0.7,1.19,15.1,1941.71,2.29,146.91,10.04,17.07,12.28,-0.010373863,14.63247012
194110,9.83,0.7,1.18,15.3,1941.79,2.33,139.19,9.96,16.71,11.58,-0.05254918,13.9748996
194111,9.37,0.71,1.17,15.4,1941.87,2.38,131.81,9.94,16.46,10.91,-0.05302105,13.26056338
194112,8.76,0.71,1.16,15.5,1941.96,2.42,122.43,9.92,16.21,10.09,-0.071163038,12.34173387
194201,8.93,0.7,1.12,15.7,1942.04,2.46,123.22,9.7,15.45,10.1,0.006452667,12.70309278
194202,8.65,0.7,1.08,15.8,1942.12,2.46,118.6,9.55,14.81,9.68,-0.037493913,12.41884817
194203,8.18,0.69,1.04,16,1942.21,2.46,110.76,9.34,14.08,9,-0.066104553,11.85867238
194204,7.84,0.68,1.02,16.1,1942.29,2.46,105.49,9.15,13.72,8.54,-0.047580354,11.52896175
194205,7.93,0.67,1,16.3,1942.37,2.46,105.39,8.9,13.29,8.51,-0.000947957,11.84157303
194206,8.33,0.66,0.98,16.3,1942.46,2.46,110.71,8.77,13.02,8.91,0.050479173,12.62371722
194207,8.64,0.65,0.97,16.4,1942.54,2.47,114.13,8.54,12.77,9.15,0.030891518,13.36416862
194208,8.59,0.63,0.95,16.5,1942.62,2.47,112.78,8.32,12.52,9.01,-0.011828616,13.55528846
194209,8.68,0.62,0.94,16.5,1942.71,2.47,113.96,8.14,12.34,9.08,0.010462848,14
194210,9.32,0.61,0.97,16.7,1942.79,2.47,120.9,7.91,12.58,9.6,0.060898561,15.28445006
194211,9.47,0.6,1,16.8,1942.87,2.47,122.12,7.74,12.9,9.66,0.010090984,15.77777778
194212,9.52,0.59,1.03,16.9,1942.96,2.47,122.03,7.56,13.2,9.62,-0.00073698,16.14153439
194301,10.09,0.59,1.04,16.9,1943.04,2.47,129.34,7.56,13.37,10.15,0.059903302,17.10846561
194302,10.69,0.59,1.06,16.9,1943.12,2.47,137.03,7.56,13.55,10.71,0.059455698,18.12566138
194303,11.07,0.59,1.07,17.2,1943.21,2.47,139.43,7.43,13.48,10.85,0.017514413,18.76581427
194304,11.44,0.59,1.08,17.4,1943.29,2.47,142.43,7.35,13.45,11.04,0.021516173,19.37823129
194305,11.89,0.59,1.09,17.5,1943.37,2.47,147.19,7.3,13.49,11.36,0.033419926,20.1630137
194306,12.1,0.59,1.1,17.5,1943.46,2.47,149.79,7.3,13.62,11.52,0.017664243,20.51917808
194307,12.35,0.59,1.09,17.4,1943.54,2.48,153.76,7.39,13.61,11.77,0.026503772,20.80649526
194308,11.74,0.6,1.09,17.3,1943.62,2.48,147.01,7.47,13.61,11.21,-0.043899584,19.68005355
194309,11.99,0.6,1.08,17.4,1943.71,2.48,149.28,7.47,13.45,11.34,0.015441126,19.98393574
194310,11.88,0.6,1.03,17.4,1943.79,2.48,147.91,7.51,12.87,11.19,-0.009177385,19.69507324
194311,11.33,0.61,0.99,17.4,1943.87,2.48,141.06,7.55,12.28,10.63,-0.046311946,18.68344371
194312,11.48,0.61,0.94,17.4,1943.96,2.48,142.93,7.59,11.7,10.74,0.01325677,18.83135705
194401,11.85,0.61,0.94,17.4,1944.04,2.48,147.54,7.64,11.66,11.05,0.032253551,19.31151832
194402,11.77,0.62,0.93,17.4,1944.12,2.47,146.54,7.68,11.62,10.95,-0.006777823,19.08072917
194403,12.1,0.62,0.93,17.4,1944.21,2.46,150.65,7.72,11.58,11.22,0.02804695,19.5142487
194404,11.89,0.62,0.93,17.5,1944.29,2.45,147.19,7.72,11.47,10.94,-0.022967142,19.06606218
194405,12.1,0.63,0.92,17.5,1944.37,2.44,149.79,7.76,11.43,11.1,0.017664243,19.30283505
194406,12.67,0.63,0.92,17.6,1944.46,2.43,155.95,7.75,11.32,11.53,0.041124241,20.12258065
194407,13,0.63,0.91,17.7,1944.54,2.43,159.11,7.75,11.18,11.74,0.020262905,20.53032258
194408,12.81,0.64,0.91,17.7,1944.62,2.42,156.79,7.79,11.1,11.54,-0.014581107,20.12708601
194409,12.6,0.64,0.9,17.7,1944.71,2.41,154.22,7.83,11.02,11.33,-0.016391351,19.69604087
194410,12.91,0.64,0.91,17.7,1944.79,2.4,158.01,7.83,11.14,11.58,0.024575282,20.18007663
194411,12.82,0.64,0.92,17.7,1944.87,2.39,156.91,7.83,11.26,11.48,-0.006961585,20.03959132
194412,13.1,0.64,0.93,17.8,1944.96,2.38,159.43,7.79,11.32,11.64,0.016060162,20.46598203
194501,13.49,0.64,0.94,17.8,1945.04,2.37,164.18,7.83,11.44,11.96,0.02979364,20.96807152
194502,13.94,0.65,0.95,17.8,1945.12,2.36,169.66,7.87,11.56,12.34,0.033378,21.55781449
194503,13.93,0.65,0.96,17.8,1945.21,2.34,169.54,7.91,11.68,12.32,-0.000707297,21.43362832
194504,14.28,0.65,0.97,17.8,1945.29,2.33,173.8,7.91,11.85,12.63,0.025126814,21.9721871
194505,14.82,0.65,0.99,17.9,1945.37,2.31,179.36,7.87,11.94,13.04,0.031990794,22.79034307
194506,15.09,0.65,1,18.1,1945.46,2.3,180.61,7.78,11.97,13.13,0.006969224,23.21465296
194507,14.78,0.65,1,18.1,1945.54,2.28,176.9,7.82,11.93,12.87,-0.020541498,22.62148338
194508,14.83,0.66,0.99,18.1,1945.62,2.27,177.5,7.86,11.89,12.92,0.003391747,22.5826972
194509,15.84,0.66,0.99,18.1,1945.71,2.25,189.59,7.9,11.85,13.8,0.068112676,23.99873418
194510,16.5,0.66,0.98,18.1,1945.79,2.24,197.49,7.9,11.73,14.37,0.041668864,24.99873418
194511,17.04,0.66,0.97,18.1,1945.87,2.22,203.95,7.9,11.61,14.85,0.032710517,25.8164557
194512,17.33,0.66,0.96,18.2,1945.96,2.21,206.28,7.86,11.43,15.02,0.011424369,26.24427481
194601,18.02,0.67,0.94,18.2,1946.04,2.19,214.49,7.94,11.19,15.62,0.039800271,27.0138539
194602,18.07,0.67,0.92,18.1,1946.12,2.2,216.28,8.06,11.01,15.76,0.008345377,26.8337469
194603,17.53,0.68,0.9,18.3,1946.21,2.2,207.52,8.05,10.65,15.13,-0.040503052,25.77888199
194604,18.66,0.68,0.88,18.4,1946.29,2.21,219.7,8.01,10.36,16.04,0.058693138,27.42821473
194605,18.7,0.68,0.86,18.5,1946.37,2.21,218.98,7.96,10.07,16.01,-0.003277196,27.51005025
194606,18.58,0.68,0.84,18.7,1946.46,2.22,215.25,7.88,9.73,15.77,-0.017033519,27.31598985
194607,18.05,0.68,0.86,19.8,1946.54,2.22,197.49,7.48,9.37,14.51,-0.082508711,26.40240642
194608,17.7,0.69,0.87,20.2,1946.62,2.23,189.82,7.36,9.37,13.98,-0.038837409,25.79076087
194609,15.09,0.69,0.89,20.4,1946.71,2.23,160.25,7.33,9.45,11.84,-0.155779159,21.8622101
194610,14.75,0.7,0.95,20.8,1946.79,2.24,153.62,7.26,9.86,11.39,-0.041372855,21.15977961
194611,14.69,0.7,1,21.3,1946.87,2.24,149.41,7.15,10.2,11.11,-0.027405286,20.8965035
194612,15.13,0.71,1.06,21.5,1946.96,2.25,152.45,7.15,10.68,11.37,0.020346697,21.32167832
194701,15.21,0.71,1.13,21.5,1947.04,2.25,153.26,7.19,11.39,11.47,0.005313217,21.31571627
194702,15.8,0.72,1.2,21.5,1947.12,2.27,159.2,7.22,12.09,11.95,0.038757667,22.0498615
194703,15.16,0.72,1.27,21.9,1947.21,2.28,149.96,7.12,12.56,11.29,-0.058040201,21.06179775
194704,14.6,0.73,1.33,21.9,1947.29,2.3,144.42,7.25,13.12,10.9,-0.036943185,19.92
194705,14.34,0.75,1.38,21.9,1947.37,2.31,141.85,7.39,13.68,10.73,-0.017795319,19.19485792
194706,14.84,0.76,1.44,22,1947.46,2.33,146.13,7.48,14.18,11.08,0.030172718,19.53609626
194707,15.77,0.77,1.48,22.2,1947.54,2.35,153.89,7.51,14.41,11.7,0.053103401,20.49134487
194708,15.46,0.78,1.51,22.5,1947.62,2.36,148.85,7.51,14.57,11.34,-0.032750666,19.82023968
194709,15.06,0.79,1.55,23,1947.71,2.38,141.85,7.44,14.6,10.83,-0.047027209,19.06586022
194710,15.45,0.81,1.57,23,1947.79,2.39,145.52,7.6,14.79,11.13,0.0258724,19.14736842
194711,15.27,0.82,1.59,23.1,1947.87,2.41,143.2,7.72,14.91,10.98,-0.015942826,18.5492228
194712,15.03,0.84,1.61,23.4,1947.96,2.42,139.15,7.78,14.91,10.68,-0.028282123,17.88560411
194801,14.83,0.84,1.64,23.7,1948.04,2.44,135.56,7.71,15.02,10.42,-0.025799497,17.58236057
194802,14.1,0.85,1.68,23.5,1948.12,2.43,129.98,7.81,15.46,10,-0.041162585,16.64276569
194803,14.3,0.85,1.71,23.4,1948.21,2.42,132.39,7.87,15.83,10.19,0.018541314,16.82210928
194804,15.4,0.85,1.76,23.8,1948.29,2.41,140.18,7.74,16.02,10.78,0.058841302,18.11111111
194805,16.15,0.85,1.81,23.9,1948.37,2.4,146.39,7.7,16.41,11.24,0.044300185,19.01168831
194806,16.82,0.85,1.86,24.1,1948.46,2.39,151.2,7.64,16.72,11.58,0.032857436,19.79057592
194807,16.42,0.86,1.93,24.4,1948.54,2.38,145.79,7.61,17.14,11.13,-0.035780423,19.15768725
194808,15.94,0.86,2,24.5,1948.62,2.36,140.95,7.63,17.68,10.72,-0.033198436,18.47313237
194809,15.76,0.87,2.07,24.5,1948.71,2.35,139.35,7.69,18.3,10.55,-0.011351543,18.12093628
194810,16.19,0.89,2.14,24.4,1948.79,2.34,143.74,7.9,19.03,10.83,0.031503409,18.19493671
194811,15.29,0.91,2.22,24.2,1948.87,2.33,136.87,8.15,19.84,10.25,-0.047794629,16.79386503
194812,15.19,0.93,2.29,24.1,1948.96,2.32,136.54,8.36,20.58,10.16,-0.002411047,16.33253589
194901,15.36,0.95,2.32,24,1949.04,2.31,138.65,8.55,20.94,10.25,0.015453347,16.21637427
194902,14.77,0.96,2.35,23.8,1949.12,2.31,134.44,8.77,21.39,9.87,-0.030364226,15.3295325
194903,14.91,0.98,2.38,23.8,1949.21,2.31,135.72,8.92,21.66,9.9,0.009520976,15.21524664
194904,14.89,0.99,2.39,23.9,1949.29,2.31,134.97,9,21.63,9.78,-0.005526083,14.99666667
194905,14.78,1.01,2.39,23.8,1949.37,2.31,134.53,9.16,21.78,9.69,-0.003259984,14.68668122
194906,13.97,1.02,2.4,23.9,1949.46,2.31,126.63,9.25,21.75,9.07,-0.058722961,13.68972973
194907,14.76,1.03,2.4,23.7,1949.54,2.32,134.92,9.38,21.91,9.61,0.065466319,14.38379531
194908,15.29,1.03,2.39,23.8,1949.62,2.32,139.17,9.41,21.78,9.85,0.031500148,14.78958555
194909,15.49,1.04,2.39,23.9,1949.71,2.32,140.41,9.43,21.66,9.88,0.008909966,14.88971368
194910,15.89,1.07,2.37,23.7,1949.79,2.32,145.25,9.81,21.63,10.17,0.034470479,14.80632008
194911,16.11,1.11,2.34,23.8,1949.87,2.32,146.64,10.07,21.33,10.22,0.009569707,14.56206554
194912,16.54,1.14,2.32,23.6,1949.96,2.32,151.83,10.46,21.3,10.53,0.035392799,14.51529637
195001,16.88,1.15,2.34,23.5,1950.04,2.32,155.61,10.6,21.54,10.75,0.024896266,14.68018868
195002,17.21,1.16,2.35,23.5,1950.12,2.34,158.65,10.69,21.69,10.91,0.01953602,14.84097287
195003,17.35,1.17,2.37,23.6,1950.21,2.36,159.26,10.74,21.76,10.91,0.003844942,14.82867784
195004,17.84,1.18,2.43,23.6,1950.29,2.38,163.76,10.83,22.28,11.18,0.028255683,15.1209603
195005,18.44,1.19,2.48,23.7,1950.37,2.4,168.56,10.88,22.7,11.46,0.029311187,15.49264706
195006,18.74,1.2,2.54,23.8,1950.46,2.42,170.58,10.92,23.12,11.55,0.011983863,15.62087912
195007,17.38,1.24,2.6,24.1,1950.54,2.45,156.23,11.18,23.37,10.54,-0.084124751,13.97406082
195008,18.43,1.29,2.66,24.3,1950.62,2.47,164.3,11.47,23.71,11.04,0.051654612,14.32432432
195009,19.08,1.33,2.72,24.4,1950.71,2.49,169.4,11.81,24.15,11.34,0.031040779,14.34377646
195010,19.87,1.38,2.76,24.6,1950.79,2.51,174.98,12.12,24.31,11.66,0.032939787,14.43729373
195011,19.83,1.42,2.8,24.7,1950.87,2.53,173.92,12.48,24.56,11.54,-0.006057835,13.93589744
195012,19.75,1.47,2.84,25,1950.96,2.55,171.14,12.74,24.61,11.31,-0.015984361,13.433281
195101,21.21,1.49,2.84,25.4,1951.04,2.57,180.9,12.68,24.19,11.9,0.057029333,14.26656151
195102,22,1.5,2.83,25.7,1951.12,2.58,185.45,12.67,23.88,12.14,0.025152018,14.63693765
195103,21.63,1.52,2.83,25.8,1951.21,2.59,181.62,12.76,23.76,11.84,-0.020652467,14.23354232
195104,21.92,1.53,2.79,25.8,1951.29,2.6,184.06,12.87,23.45,11.95,0.013434644,14.3014763
195105,21.93,1.55,2.76,25.9,1951.37,2.61,183.43,12.94,23.06,11.86,-0.003422797,14.17542504
195106,21.55,1.56,2.72,25.9,1951.46,2.62,180.25,13.05,22.75,11.62,-0.017336314,13.81226054
195107,21.93,1.55,2.65,25.9,1951.54,2.63,183.43,12.94,22.17,11.78,0.017642164,14.17542504
195108,22.89,1.53,2.58,25.9,1951.62,2.63,191.46,12.83,21.58,12.26,0.043776918,14.9228371
195109,23.48,1.52,2.51,26.1,1951.71,2.64,194.89,12.62,20.83,12.44,0.017914969,15.4429477
195110,23.36,1.48,2.49,26.2,1951.79,2.65,193.15,12.26,20.56,12.31,-0.008928113,15.75448613
195111,22.71,1.45,2.46,26.4,1951.87,2.66,186.36,11.87,20.21,11.85,-0.035154025,15.70008425
195112,23.41,1.41,2.44,26.5,1951.96,2.67,191.38,11.53,19.95,12.15,0.026937111,16.59843886
195201,24.19,1.41,2.43,26.5,1952.04,2.68,197.75,11.55,19.84,12.53,0.033284565,17.12121212
195202,23.75,1.42,2.41,26.3,1952.12,2.69,195.63,11.67,19.88,12.36,-0.010720607,16.76349614
195203,23.81,1.42,2.4,26.3,1952.21,2.71,196.13,11.7,19.77,12.36,0.002555845,16.76324786
195204,23.74,1.43,2.38,26.4,1952.29,2.72,194.81,11.73,19.53,12.24,-0.00673023,16.60784314
195205,23.73,1.44,2.36,26.4,1952.37,2.73,194.73,11.82,19.37,12.2,-0.000410657,16.47461929
195206,24.38,1.45,2.34,26.5,1952.46,2.74,199.31,11.85,19.13,12.45,0.023519745,16.81940928
195207,25.08,1.45,2.35,26.7,1952.54,2.76,203.49,11.76,19.04,12.67,0.020972355,17.30357143
195208,25.18,1.45,2.35,26.7,1952.62,2.77,204.3,11.76,19.09,12.68,0.00398054,17.37244898
195209,24.78,1.45,2.36,26.7,1952.71,2.78,201.06,11.76,19.15,12.43,-0.015859031,17.09693878
195210,24.26,1.44,2.37,26.7,1952.79,2.79,196.84,11.66,19.26,12.13,-0.02098876,16.88164666
195211,25.03,1.42,2.39,26.7,1952.87,2.81,203.09,11.55,19.36,12.47,0.031751676,17.58354978
195212,26.04,1.41,2.4,26.7,1952.96,2.82,211.28,11.44,19.47,12.93,0.040326949,18.46853147
195301,26.18,1.41,2.41,26.6,1953.04,2.83,213.22,11.48,19.63,13.01,0.009182128,18.57317073
195302,25.86,1.41,2.42,26.5,1953.12,2.8,211.4,11.53,19.78,12.86,-0.008535785,18.33477884
195303,25.99,1.41,2.43,26.6,1953.21,2.77,211.67,11.48,19.79,12.83,0.0012772,18.43815331
195304,24.71,1.41,2.46,26.6,1953.29,2.83,201.24,11.51,20.01,12.16,-0.049274815,17.48392702
195305,24.84,1.42,2.48,26.7,1953.37,3.05,201.54,11.49,20.15,12.14,0.001490757,17.54046997
195306,23.95,1.42,2.51,26.8,1953.46,3.11,193.6,11.48,20.29,11.62,-0.039396646,16.8641115
195307,24.29,1.42,2.52,26.8,1953.54,2.93,196.35,11.48,20.4,11.75,0.014204545,17.10365854
195308,24.39,1.42,2.54,26.9,1953.62,2.95,196.42,11.44,20.43,11.72,0.000356506,17.16958042
195309,23.27,1.42,2.55,26.9,1953.71,2.87,187.4,11.44,20.54,11.14,-0.045922004,16.38111888
195310,23.97,1.43,2.54,27,1953.79,2.66,192.32,11.47,20.35,11.39,0.026254002,16.76721883
195311,24.5,1.44,2.52,26.9,1953.87,2.68,197.31,11.6,20.32,11.64,0.025946339,17.00948276
195312,24.83,1.45,2.51,26.9,1953.96,2.59,199.97,11.68,20.21,11.75,0.013481324,17.12071918
195401,25.46,1.46,2.52,26.9,1954.04,2.48,205.04,11.73,20.32,12,0.025353803,17.4799659
195402,26.02,1.46,2.54,26.9,1954.12,2.47,209.55,11.78,20.43,12.22,0.021995708,17.78862479
195403,26.57,1.47,2.55,26.9,1954.21,2.37,213.98,11.84,20.54,12.42,0.021140539,18.07263514
195404,27.63,1.46,2.57,26.8,1954.29,2.29,223.35,11.83,20.8,12.91,0.043789139,18.87996619
195405,28.73,1.46,2.6,26.9,1954.37,2.37,231.37,11.73,20.91,13.31,0.035907768,19.72463768
195406,28.96,1.45,2.62,26.9,1954.46,2.38,233.23,11.68,21.1,13.36,0.008039072,19.96832192
195407,30.13,1.46,2.62,26.9,1954.54,2.3,242.65,11.73,21.13,13.83,0.040389315,20.68627451
195408,30.73,1.46,2.63,26.9,1954.62,2.36,247.48,11.78,21.15,14.04,0.019905213,21.00848896
195409,31.45,1.47,2.63,26.8,1954.71,2.38,254.22,11.88,21.26,14.36,0.027234524,21.3989899
195410,32.18,1.49,2.68,26.8,1954.79,2.43,260.12,12.07,21.64,14.62,0.023208245,21.55095278
195411,33.44,1.52,2.72,26.8,1954.87,2.48,270.31,12.26,22.01,15.12,0.039174227,22.04812398
195412,34.97,1.54,2.77,26.7,1954.96,2.51,283.74,12.5,22.47,15.79,0.049683696,22.6992
195501,35.6,1.55,2.83,26.7,1955.04,2.61,288.85,12.55,22.99,15.99,0.018009445,23.01593625
195502,36.79,1.55,2.9,26.7,1955.12,2.65,298.5,12.6,23.5,16.44,0.033408343,23.69047619
195503,36.5,1.56,2.96,26.7,1955.21,2.68,296.15,12.66,24.02,16.22,-0.007872697,23.39257504
195504,37.76,1.56,3.05,26.7,1955.29,2.75,306.37,12.68,24.72,16.69,0.034509539,24.16167192
195505,37.6,1.57,3.13,26.7,1955.37,2.76,305.08,12.71,25.42,16.52,-0.004210595,24.00314713
195506,39.78,1.57,3.22,26.7,1955.46,2.78,322.76,12.74,26.13,17.37,0.057952013,25.33437991
195507,42.69,1.59,3.29,26.8,1955.54,2.9,345.08,12.83,26.62,18.45,0.069153551,26.89633671
